Ball-Number,Commentary,Date and Time,over,ball,runs,happend_on_ball,extra
29.2,"Lyon to Rahane, no run, goes for the pull to a not-so-short ball, Rahane was probably early into his shot and the ball dies down on the off-side off his body","Dec 17, 2018 2:32:40 PM",29,2,0.0,,0
29.1,"Lyon to Rahane, no run, in-turner from a short of length, blunted into the leg-side","Dec 17, 2018 2:32:21 PM",29,1,0.0,,0
28.6,"Hazlewood to Hanuma Vihari, no run, 140kph, short of a length ball that holds its line around the fifth stump channel, Vihari hangs back to defend and gets a thick-ish edge that falls short of the slip fielder","Dec 17, 2018 2:31:13 PM",28,6,0.0,,0
28.5,"Hazlewood to Rahane, 1 run, back of a length delivery on the ribs, Rahane awkwardly fends it through the vacant short leg region. Scampers through for a quick single","Dec 17, 2018 2:30:37 PM",28,5,1.0,,0
28.4,"Hazlewood to Rahane, no run, short of length delivery on the stumps, Rahane blocks","Dec 17, 2018 2:29:54 PM",28,4,0.0,,0
28.3,"Hazlewood to Rahane, no run, the crowd went up, but nothing from the Australian fielders. A sharp head-high bouncer that got big on the batter. Rahane goes for the pull/hook despite being in no position to play it. The ball evades the glove and Paine catches it flying to his left","Dec 17, 2018 2:29:20 PM",28,3,0.0,,0
28.2,"Hazlewood to Rahane, 2 runs, Hazlewood hurls it full and Rahane doesn't over-hit. Slightly opens his bat-face and push-drives through the covers for a couple","Dec 17, 2018 2:28:38 PM",28,2,2.0,,0
28.1,"Hazlewood to Rahane, no run, skiddy in-angler, might have jagged in off the deck too, Rahane jumps and taps it to cover with soft hands. The bottom hand comes off the handle too","Dec 17, 2018 2:27:51 PM",28,1,0.0,,0
27.6,"Lyon to Rahane, 1 run, Rahane does the same. A jog down the track followed by a dink to long-on","Dec 17, 2018 2:26:48 PM",27,6,1.0,,0
27.5,"Lyon to Hanuma Vihari, 1 run, tossed up ball, Vihari gets to the pitch by waltzing down the track and knocks it down to long-on","Dec 17, 2018 2:26:16 PM",27,5,1.0,,0
27.4,"Lyon to Hanuma Vihari, no run, a giant stride forward from Vihari to smother this airy offbreak","Dec 17, 2018 2:25:48 PM",27,4,0.0,,0
27.3,"Lyon to Hanuma Vihari, no run, more flight, Vihari covers the line by moving off-side and offers a straight bat in defence","Dec 17, 2018 2:25:25 PM",27,3,0.0,,0
27.2,"Lyon to Hanuma Vihari, no run, Vihari is back and across to dead-bat this flat ball on the off-side with soft hands","Dec 17, 2018 2:25:04 PM",27,2,0.0,,0
27.1,"Lyon to Hanuma Vihari, no run, walks forward and across to push this length ball back to the bowler","Dec 17, 2018 2:24:46 PM",27,1,0.0,,0
26.6,"Hazlewood to Hanuma Vihari, 1 run, tucked into the mid-wicket region for a single","Dec 17, 2018 2:23:53 PM",26,6,1.0,,0
26.5,"Hazlewood to Hanuma Vihari, no run, keeps climbing does this shortish ball on leg-stump line, Vihari was looking to fend it, but the awkward bounce puts him in a tangle. Was late to take his bat away from it. Did it brush the glove? We have to wait for HotSpot/Snicko","Dec 17, 2018 2:23:11 PM",26,5,0.0,,0
26.4,"Hazlewood to Hanuma Vihari, no run, 136.8kph, short of a good length ball with a bit of extra bounce. Vihari was pressing forward to block and the ball thuds into his bottom hand","Dec 17, 2018 2:22:18 PM",26,4,0.0,,0
26.3,"Hazlewood to Hanuma Vihari, no run, short ball way outside off, Vihari shuffles across and lifts his bat up","Dec 17, 2018 2:21:41 PM",26,3,0.0,,0
26.2,"Hazlewood to Hanuma Vihari, no run, on-drives a pitched up delivery does Vihari, but can't get it past Starc at mid-on who makes a sliding stop to his left","Dec 17, 2018 2:21:04 PM",26,2,0.0,,0
26.1,"Hazlewood to Rahane, 1 run, tip-and-run single. Fullish ball just outside off, Rahane comes on the front foot and taps it with soft hands towards the cover-point region for a quick single","Dec 17, 2018 2:20:25 PM",26,1,1.0,,0
25.6,"Lyon to Hanuma Vihari, no run, now allows the ball to do its bit, stands tall on the back foot and blocks it on the off-side","Dec 17, 2018 2:19:09 PM",25,6,0.0,,0
25.5,"Lyon to Hanuma Vihari, no run, almost a nick! Drifts away from a shortened length and there's extra bounce too - a dangerous combination to handle for a batter. Vihari goes back and has a poke at it. Missed the edge by an inch or two","Dec 17, 2018 2:18:48 PM",25,5,0.0,,0
25.4,"Lyon to Hanuma Vihari, <b>FOUR</b>, good shot! This was drifting away a bit, Vihari moves off-side, gets down and paddle-sweeps it to fine leg","Dec 17, 2018 2:18:14 PM",25,4,,,0
25.3,"Lyon to Hanuma Vihari, no run, lands near the rough outside off, Vihari presses forward and blunts it wide of forward short leg","Dec 17, 2018 2:17:37 PM",25,3,0.0,,0
25.2,"Lyon to Hanuma Vihari, 2 runs, Lyon bowls it fuller at 88.4kph, Vihari gets forward and works it wide of mid-wicket for a couple","Dec 17, 2018 2:17:17 PM",25,2,2.0,,0
25.1,"Lyon to Hanuma Vihari, <b>FOUR</b>, Vihari makes good contact with his sweep shot. Gets down on a knee and fetches this offie from well outside off before brooming it in front of square leg","Dec 17, 2018 2:16:39 PM",25,1,,,0
24.6,"Starc to Rahane, no run, another pacy length ball on middle, a shuffling Rahane knocks it into the leg-side and yells out a loud 'no'","Dec 17, 2018 2:15:08 PM",24,6,0.0,,0
24.5,"Starc to Rahane, no run, in-angler on a good length, Rahane jumps and dead-bats","Dec 17, 2018 2:14:28 PM",24,5,0.0,,0
24.4,"Starc to Rahane, no run, fuller than a good length ball at <b>146.8kph,</b> Rahane goes for the slashy drive through the off-side and gets an inside edge that rolls towards short mid-wicket. The batters don't risk a single","Dec 17, 2018 2:13:44 PM",24,4,0.0,,0
24.3,"Starc to Hanuma Vihari, 1 run, Starc shortens his length, <b>147.3kph</b>, Vihari opens the bat-face and dinks it towards third man and gets off the mark","Dec 17, 2018 2:13:06 PM",24,3,1.0,,0
24.2,"Starc to Hanuma Vihari, no run, <b>149.2kph!</b> Starc goes full again, angled in from wide of the crease, but not close enough to force Vihari into a stroke","Dec 17, 2018 2:12:19 PM",24,2,0.0,,0
24.1,"Starc to Hanuma Vihari, no run, bowls a full ball from round the wicket at <b>148.5kph,</b> too wide outside off and Vihari leaves it. Paine collects it above his head!","Dec 17, 2018 2:11:39 PM",24,1,0.0,,0
23.6,"Lyon to Rahane, no run, lovely stride forward and has been negated","Dec 17, 2018 2:07:18 PM",23,6,0.0,,0
23.5,"Lyon to Rahane, no run, tossed up delivery and has been pushed back to the bowler","Dec 17, 2018 2:06:56 PM",23,5,0.0,,0
23.4,"Lyon to Rahane, no run, short ball, turning in, chopped away and it finds the man at point","Dec 17, 2018 2:06:34 PM",23,4,0.0,,0
23.3,"Lyon to Rahane, no run, tossed up delivery turning in and has been blocked out into the off-side","Dec 17, 2018 2:06:10 PM",23,3,0.0,,0
23.2,"Lyon to Rahane, 2 runs, flatter outside off and has been stabbed away behind square for a double. Very nicely done by Rahane","Dec 17, 2018 2:05:46 PM",23,2,2.0,,0
23.1,"Lyon to Rahane, no run, allows the ball to turn in and then dead bats it into the on-side","Dec 17, 2018 2:05:21 PM",23,1,0.0,,0
22.6,"Starc to Hanuma Vihari, no run, solidly behind the line of the ball which was decking away","Dec 17, 2018 2:04:18 PM",22,6,0.0,,0
22.5,"Starc to Rahane, 1 run, stays behind the line of the ball and knocks it away off the pads into the on-side for a single","Dec 17, 2018 2:03:43 PM",22,5,1.0,,0
22.4,"Starc to Rahane, no run, Starc is breathing fire as well! That was short, angling away, Rahane thought of a pull and then dropped his wrists to let it go","Dec 17, 2018 2:02:59 PM",22,4,0.0,,0
22.3,"Starc to Rahane, no run, bangs the ball in short and Rahane hops up to loosen his bottom hand and tap it out into the off-side","Dec 17, 2018 2:02:20 PM",22,3,0.0,,0
22.2,"Starc to Rahane, <b>SIX</b>, short, wide, Rahane slashes and gets it over deep third man for a sixer. That was hit hard. And the man at deep third leapt up but it was over him","Dec 17, 2018 2:01:41 PM",22,2,,,0
22.1,"Starc to Rahane, no run, stays behind the line of the ball and defends it into the off-side","Dec 17, 2018 2:00:27 PM",22,1,0.0,,0
21.6,"Lyon to Hanuma Vihari, no run, stays back and tucks the ball down to find FSL","Dec 17, 2018 1:59:27 PM",21,6,0.0,,0
21.5,"Lyon to Vijay, <b>out</b> Bowled!! That is a pearler! Early finish anyone? Landed in the rough outside off and lured the batsman into a cover drive. The ball spun in and traversed the massive gap between bat and pad to strike timber. Lyon almost goes on a victory run. What an artist he is! Superb bit of display from him. Conventional yet threatening bit of off-spin from the G.O.A.T. <b>Vijay b Lyon 20(67) [4s-3]</b>","Dec 17, 2018 1:57:27 PM",21,5,,W,0
21.4,"Lyon to Vijay, no run, waits on the turning in delivery and jabs it out into the off-side","Dec 17, 2018 1:57:03 PM",21,4,0.0,,0
21.3,"Lyon to Vijay, no run, takes it from well outside off and sweeps it to find the man at 45 degrees","Dec 17, 2018 1:56:44 PM",21,3,0.0,,0
21.2,"Lyon to Rahane, 1 run, dances out again, carries on with the drive against the turn and gets it just past mid-off for a single","Dec 17, 2018 1:56:21 PM",21,2,1.0,,0
21.1,"Lyon to Rahane, no run, dances down the track and then changes his tune to block","Dec 17, 2018 1:55:20 PM",21,1,0.0,,0
20.6,"Starc to Vijay, no run, opens the face of the blade and guides it to gully","Dec 17, 2018 1:54:29 PM",20,6,0.0,,0
20.5,"Starc to Rahane, 1 run, stays behind the line of the ball and taps it out into the on-side for a single. Was off the inside edge","Dec 17, 2018 1:53:53 PM",20,5,1.0,,0
20.4,"Starc to Rahane, <b>FOUR</b>, throws the kitchen sink and the pile of utensils on it at that wide ball! Full and wide, Rahane does not hold back and freed his arms to slash it over the off-side for a four","Dec 17, 2018 1:52:59 PM",20,4,,,0
20.3,"Starc to Rahane, no run, almost..almost drags it on as he tries to push and poke at an away going delivery. The ball lands close to his sticks and goes over","Dec 17, 2018 1:52:10 PM",20,3,0.0,,0
20.2,"Starc to Rahane, no run, leaves it on line and length which angled across him","Dec 17, 2018 1:51:28 PM",20,2,0.0,,0
20.1,"Starc to Rahane, no run, plays away from his body and pushes it away into the off-side","Dec 17, 2018 1:50:54 PM",20,1,0.0,,0
19.6,"Lyon to Vijay, no run, that linears after landing.. Vijay initially thought of playing it on the on-side but then squares up and defends it into the off-side","Dec 17, 2018 1:49:25 PM",19,6,0.0,,0
19.5,"Lyon to Vijay, no run, goes back and pats the ball out into the off-side","Dec 17, 2018 1:49:06 PM",19,5,0.0,,0
19.4,"Lyon to Vijay, no run, nice bit of turn into the batsman and has been blocked out into the off-side","Dec 17, 2018 1:48:47 PM",19,4,0.0,,0
19.3,"Lyon to Rahane, 1 run, charges out and clips the ball away off the inner half of the bat for a single to deep square leg","Dec 17, 2018 1:48:25 PM",19,3,1.0,,0
19.2,"Lyon to Rahane, no run, turns in and has been blocked off the front foot","Dec 17, 2018 1:48:04 PM",19,2,0.0,,0
19.1,"Lyon to Kohli, <b>out</b> Caught by Khawaja!! That is the clincher. <b>Kohli is gone.</b> Kohli played for the turn, it did not spin in much and went off the outer edge into the safe hands of the slip fielder. India in a soup now. Kohli pressed forward but the lack of turn on that ball did him in. Lyon continues to scalp Kohli. Aussies have their tail up now. <b>Kohli c Khawaja b Lyon 17(40) [4s-2]</b>","Dec 17, 2018 1:44:59 PM",19,1,,W,0
18.6,"Starc to Kohli, 1 run, looks to push forward with a positive stride and gets an inside edge into the on-side for a single","Dec 17, 2018 1:43:34 PM",18,6,1.0,,0
18.5,"Starc to Kohli, no run, push drive back to the bowler. Starc mocks a throw at the batter","Dec 17, 2018 1:42:53 PM",18,5,0.0,,0
18.4,"Starc to Kohli, no run, shorter delivery outside off and has been left alone","Dec 17, 2018 1:42:16 PM",18,4,0.0,,0
18.3,"Starc to Kohli, no run, fuller and well away from the sticks, left untouched","Dec 17, 2018 1:41:40 PM",18,3,0.0,,0
18.2,"Starc to Kohli, no run, angling across the skipper who has his bat held high to let that go","Dec 17, 2018 1:41:01 PM",18,2,0.0,,0
18.1,"Starc to Kohli, no run, shorter delivery outside off and has been ignored","Dec 17, 2018 1:40:25 PM",18,1,0.0,,0
17.6,"Lyon to Vijay, no run, well forward, smothers the turn and defends it","Dec 17, 2018 1:39:03 PM",17,6,0.0,,0
17.5,"Lyon to Vijay, no run, looks to rock back and punch it, inner-halves the ball away into the off-side","Dec 17, 2018 1:38:45 PM",17,5,0.0,,0
17.4,"Lyon to Vijay, no run, goes for the sweep and finds the man at 45 degrees","Dec 17, 2018 1:38:15 PM",17,4,0.0,,0
17.3,"Lyon to Vijay, no run, and now it dips and explodes a little off the rough to take a part of the glove and die down","Dec 17, 2018 1:38:02 PM",17,3,0.0,,0
17.2,"Lyon to Vijay, no run, plants his front foot well outside the line of the sticks and misses the sweep. Huge appeal but it dies down quickly","Dec 17, 2018 1:37:40 PM",17,2,0.0,,0
17.1,"Lyon to Kohli, 1 run, goes back and tucks the ball away to deep mid for a single. First run off Lyon","Dec 17, 2018 1:37:20 PM",17,1,1.0,,0
16.6,"Pat Cummins to Vijay, no run, stays firmly behind the line of the ball and blocks it off the back foot","Dec 17, 2018 1:36:25 PM",16,6,0.0,,0
16.5,"Pat Cummins to Vijay, 2 runs, cracking drive on the up! Could have been the shot of the day had the man at point not dived and stopped it. They still get a couple. Into the 20s goes Vijay","Dec 17, 2018 1:35:55 PM",16,5,2.0,,0
16.4,"Pat Cummins to Vijay, no run, length delivery outside off and has been stabbed out into the off-side with a forward stride","Dec 17, 2018 1:35:03 PM",16,4,0.0,,0
16.3,"Pat Cummins to Vijay, no run, bangs the ball in does Pat Cummins and Vijay sits under it to let it go","Dec 17, 2018 1:34:24 PM",16,3,0.0,,0
16.2,"Pat Cummins to Vijay, no run, length delivery zipping away and has been ignored outside off","Dec 17, 2018 1:33:44 PM",16,2,0.0,,0
16.1,"Pat Cummins to Vijay, no run, solidly behind the line of the ball and blocked into the off-side","Dec 17, 2018 1:33:03 PM",16,1,0.0,,0
15.6,"Lyon to Kohli, no run, stays behind the line of the ball and nurdles it to the man at FSL","Dec 17, 2018 1:31:46 PM",15,6,0.0,,0
15.5,"Lyon to Kohli, no run, stays behind the line of the ball and knocks it behind square. Yet to concede a run","Dec 17, 2018 1:31:24 PM",15,5,0.0,,0
15.4,"Lyon to Kohli, no run, flatter ball and has been tucked away to short mid by hitting it on top of the bounce","Dec 17, 2018 1:31:04 PM",15,4,0.0,,0
15.3,"Lyon to Kohli, no run, again tucked away to FSL","Dec 17, 2018 1:30:42 PM",15,3,0.0,,0
15.2,"Lyon to Kohli, no run, tucks the ball off the pads and it finds short mid","Dec 17, 2018 1:30:22 PM",15,2,0.0,,0
15.1,"Lyon to Kohli, no run, bouncing from a length and spinning away down leg, Kohli goes back to work it to the leg-side, gets a soft leading edge down the pitch as he closes the bat face early","Dec 17, 2018 1:29:58 PM",15,1,0.0,,0
14.6,"Pat Cummins to Vijay, no run, Cummins shortens his length just outside off, Vijay jumps back and punches it to cover","Dec 17, 2018 1:29:04 PM",14,6,0.0,,0
14.5,"Pat Cummins to Vijay, 2 runs, Vijay looking more and more confident. Pitched up just outside off, Vijay bends his back knee, flails his hands and spanks the drive through the gap at cover. Picks up a couple of runs","Dec 17, 2018 1:28:33 PM",14,5,2.0,,0
14.4,"Pat Cummins to Vijay, no run, length delivery, exemplary line at the stumps. Vijay was slightly backing away and defends it to cover","Dec 17, 2018 1:27:48 PM",14,4,0.0,,0
14.3,"Pat Cummins to Vijay, no run, cross-seam back of a length delivery outside off, Vijay sees it through to the keeper","Dec 17, 2018 1:27:08 PM",14,3,0.0,,0
14.2,"Pat Cummins to Kohli, 1 run, 141.6kph, fuller and just outside off. Kohli leans into a drive through cover. There's protection in the deep and Lyon keeps the pair down to a single","Dec 17, 2018 1:26:34 PM",14,2,1.0,,0
14.1,"Pat Cummins to Kohli, no run, back of a length, keeping it tight there Cummins. Kohli defends it off the back foot","Dec 17, 2018 1:25:57 PM",14,1,0.0,,0
13.6,"Lyon to Vijay, no run, more revs and loop, Vijay blocks it","Dec 17, 2018 1:24:48 PM",13,6,0.0,,0
13.5,"Lyon to Vijay, no run, touch quicker on the stumps, Vijay crouches low and works it to mid-wicket","Dec 17, 2018 1:24:28 PM",13,5,0.0,,0
13.4,"Lyon to Vijay, no run, darted quick just outside off, Vijay kneels down and sweeps it along the ground to backward square leg","Dec 17, 2018 1:24:10 PM",13,4,0.0,,0
13.3,"Lyon to Vijay, no run, gets forward and smothers the spin","Dec 17, 2018 1:23:49 PM",13,3,0.0,,0
