Ball-Number,Commentary,Date and Time,over,ball,runs,happend_on_ball,extra
85.5,"Hazlewood to Pant, no run, stays behind the line of the ball and knocks it down into the on-side","Dec 16, 2018 9:08:00 AM",85,5,0.0,,0
85.4,"Hazlewood to Pant, no run, taps the ball away into the off-side","Dec 16, 2018 9:07:21 AM",85,4,0.0,,0
85.3,"Hazlewood to Hanuma Vihari, <b>out</b> Caught by Paine!! Gets the ball to curb in, moved away a tad and Hanuma Vihari plays at it to edge it to the keeper. The perfect ball I say as he had to play at it and ended up edging it. India have been pegged back here. Hazlewood has been using the crease really well and on that occasion again drifted slightly wide of the crease to make the batsman play the angle. But the ball nibbled away to trap Hanuma Vihari. <b>Hanuma Vihari c Paine b Hazlewood 20(46) [4s-2]</b>","Dec 16, 2018 9:04:57 AM",85,3,,W,0
85.2,"Hazlewood to Hanuma Vihari, no run, back of a length delivery outside off and has been poked out into the off-side","Dec 16, 2018 9:04:11 AM",85,2,0.0,,0
85.1,"Hazlewood to Hanuma Vihari, no run, length delivery and has been left alone","Dec 16, 2018 9:03:35 AM",85,1,0.0,,0
84.6,"Starc to Hanuma Vihari, 1 run, on the pads, nudged away behind square for a single","Dec 16, 2018 9:02:03 AM",84,6,1.0,,0
84.5,"Starc to Hanuma Vihari, no run, stays behind the line of the ball and knocks it down into the on-side","Dec 16, 2018 9:01:17 AM",84,5,0.0,,0
84.4,"Starc to Kohli, 1 run, just a tap which gets the ball to go away past gully for a single","Dec 16, 2018 9:00:33 AM",84,4,1.0,,0
84.3,"Starc to Kohli, no run, back of a length delivery and that climbs up alarmingly for the batter to jab it away with a loose bottom hand","Dec 16, 2018 8:59:48 AM",84,3,0.0,,0
84.2,"Starc to Kohli, no run, chases a slightly wide ball and inside edges the ball away into the on-side","Dec 16, 2018 8:59:08 AM",84,2,0.0,,0
84.1,"Starc to Hanuma Vihari, 1 run, tucks the ball away into the on-side and gets a single","Dec 16, 2018 8:58:26 AM",84,1,1.0,,0
83.6,"Hazlewood to Kohli, no run, angling away nicely and has been left alone","Dec 16, 2018 8:57:23 AM",83,6,0.0,,0
83.5,"Hazlewood to Kohli, no run, and Hazlewood retorts back with a peach! Goes wide of the crease, angles it in and beats the outer edge on the poke","Dec 16, 2018 8:56:40 AM",83,5,0.0,,0
83.4,"Hazlewood to Kohli, <b>SIX</b>, slashes and slashes hard! That has gone all the way over third man for a sixer. There was a third man for Vihari but not for Kohli. Short ball it was and Kohli pounced on it","Dec 16, 2018 8:56:03 AM",83,4,,,0
83.3,"Hazlewood to Kohli, no run, lovely push into the off-side as that angled in a bit","Dec 16, 2018 8:55:19 AM",83,3,0.0,,0
83.2,"Hazlewood to Kohli, no run, length delivery outside off and has been left alone","Dec 16, 2018 8:54:40 AM",83,2,0.0,,0
83.1,"Hazlewood to Kohli, no run, pushed out into the off-side with a little press forward","Dec 16, 2018 8:54:10 AM",83,1,0.0,,0
82.6,"Starc to Hanuma Vihari, no run, fullish and on middle, full-faced bat drive to mid-on","Dec 16, 2018 8:49:40 AM",82,6,0.0,,0
82.5,"Starc to Kohli, 1 run, gets inside the line and works it through mid-wicket","Dec 16, 2018 8:48:58 AM",82,5,1.0,,0
82.4,"Starc to Kohli, no run, Starc corrects his length and slips in the bouncer, Kohli gets out of the firing line","Dec 16, 2018 8:48:19 AM",82,4,0.0,,0
82.3,"Starc to Kohli, <b>FOUR</b>, Kohli cover drives. <b>Thing of beauty</b>. This is one such drive where you'd want to take a snap of it, frame it in your house and show it to your kids years from now. Too good! Starc sprays a half-volley just outside off, Kohli quickly shifts his weight forward and reaches out, times it effortlessly through extra cover. Print that in the manual","Dec 16, 2018 8:47:30 AM",82,3,,,0
82.2,"Starc to Kohli, no run, 145.3kph, shorter and takes it away from the right-hander. Kohli is happy to raise his bat","Dec 16, 2018 8:46:47 AM",82,2,0.0,,0
82.1,"Starc to Kohli, no run, angling away outside off, Kohli lifts his bat and lets it go","Dec 16, 2018 8:46:10 AM",82,1,0.0,,0
81.6,"Hazlewood to Hanuma Vihari, no run, goes wide of the crease and slants it fuller outside off, Vihari elects to leave it","Dec 16, 2018 8:45:47 AM",81,6,0.0,,0
81.5,"Hazlewood to Hanuma Vihari, no run, shortish and angling back in, defended off the back foot","Dec 16, 2018 8:45:31 AM",81,5,0.0,,0
81.4,"Hazlewood to Hanuma Vihari, no run, back of a length and outside off, Vihari hoists his bat and leaves","Dec 16, 2018 8:45:06 AM",81,4,0.0,,0
81.3,"Hazlewood to Hanuma Vihari, no run, beaten by a <b>pearler</b>! Fuller and held its line after pitching just outside off, Vihari plays it inside the line and it wasn't far from biting the outside edge","Dec 16, 2018 8:44:35 AM",81,3,0.0,,0
81.2,"Hazlewood to Hanuma Vihari, 2 runs, on the pads, clipped behind square for a brace","Dec 16, 2018 8:44:24 AM",81,2,2.0,,0
81.1,"Hazlewood to Hanuma Vihari, no run, length delivery on off, defended to cover","Dec 16, 2018 8:42:12 AM",81,1,0.0,,0
80.6,"Starc to Kohli, no run, fuller and Kohli stabs forward to defend, goes off the outer half to gully","Dec 16, 2018 8:40:49 AM",80,6,0.0,,0
80.5,"Starc to Kohli, no run, shortens his length in the channel outside off, Kohli shoulders arms","Dec 16, 2018 8:40:10 AM",80,5,0.0,,0
80.4,"Starc to Kohli, no run, fuller length and outside off, leaves it all alone","Dec 16, 2018 8:39:32 AM",80,4,0.0,,0
80.3,"Starc to Kohli, no run, very full and wide of off, Kohli goes for the drive and misses","Dec 16, 2018 8:39:15 AM",80,3,0.0,,0
80.2,"Starc to Kohli, <b>FOUR</b>, there it is! Ladies and gentleman. <b>Century number 25 in Tests for the master</b>. The run-machine is back to service. Failed to convert his starts in Adelaide, but here he is. Such a swagger way to reach the milestone. Pitched up just outside off, Kohli gets forward and checks his drive, right off the screws and beats mid-off. Helmet comes off, soaks in all the glory and pumps his glove up and down indicating that his bat is doing all the talking. The Indian fans are over the moon! This hasn't come easy for the India skipper, had to work hard for every run and he's taken his time. Fighting knock! Take a bow, Kohli","Dec 16, 2018 8:38:09 AM",80,2,,,0
80.1,"Starc to Kohli, 2 runs, fuller and nips back in, Kohli wrists it through mid-wicket and picks up a brace","Dec 16, 2018 8:37:33 AM",80,1,2.0,,0
79.6,"Lyon to Hanuma Vihari, no run, nicely forward and blocks it","Dec 16, 2018 8:35:45 AM",79,6,0.0,,0
79.5,"Lyon to Kohli, 1 run, flat and straightens once again, Kohli was closing the bat face early and ekes it out off the outer half to cover. Decide to scamper through for a single, Vihari had to rush through and a direct-hit could've had him in trouble at the keeper's end","Dec 16, 2018 8:35:01 AM",79,5,1.0,,0
79.4,"Lyon to Kohli, no run, oh, look at that jump at Kohli. Straightens after pitching and squares up Kohli, who was caught on the back foot. Lobs off the leading edge and dips towards backward point","Dec 16, 2018 8:34:32 AM",79,4,0.0,,0
79.3,"Lyon to Kohli, <b>FOUR</b>, Lyon overcooks. Darted full and overpitches it outside off, Kohli's bottom-hand comes into play. Slapping it fiercely through extra cover and moves into the nineties!","Dec 16, 2018 8:34:11 AM",79,3,,,0
79.2,"Lyon to Kohli, no run, knocked back to the bowler","Dec 16, 2018 8:34:06 AM",79,2,0.0,,0
79.1,"Lyon to Kohli, no run, looped up outside off, Kohli stretches forward and eases it with a inclined bat to point","Dec 16, 2018 8:33:12 AM",79,1,0.0,,0
78.6,"Pat Cummins to Hanuma Vihari, no run, more like it. Angles the short ball at the ribs, Vihari has nowhere to hide and yanks his bottom-hand, taking the heat off it","Dec 16, 2018 8:32:12 AM",78,6,0.0,,0
78.5,"Pat Cummins to Hanuma Vihari, no run, Cummins atones his mistake and goes shorter, Vihari sways inside the line","Dec 16, 2018 8:31:37 AM",78,5,0.0,,0
78.4,"Pat Cummins to Hanuma Vihari, <b>FOUR</b>, silky! Vihari is growing in confidence. Overpitched outside off, Vihari with a steady head and high elbows, slams the drive off the middle to hammer it past mid-off. Purrs away to the fence in a jiffy","Dec 16, 2018 8:31:01 AM",78,4,,,0
78.3,"Pat Cummins to Hanuma Vihari, no run, there's the bumper and there's the duck from Vihari. Cummins should aim more at the body","Dec 16, 2018 8:30:20 AM",78,3,0.0,,0
78.2,"Pat Cummins to Kohli, 1 run, back of a length and rising just outside off, dropped with soft hands in front of cover and calls through for a single","Dec 16, 2018 8:29:43 AM",78,2,1.0,,0
78.1,"Pat Cummins to Kohli, no run, tucking the batsman for space, Kohli greets it by plonking his bat outside the line. Bobbled to mid-wicket","Dec 16, 2018 8:29:04 AM",78,1,0.0,,0
77.6,"Lyon to Hanuma Vihari, no run, tosses it up outside off, forward and kept out","Dec 16, 2018 8:27:47 AM",77,6,0.0,,0
77.5,"Lyon to Hanuma Vihari, no run, spinning on middle, blocked confidently","Dec 16, 2018 8:27:25 AM",77,5,0.0,,0
77.4,"Lyon to Hanuma Vihari, no run, reads the degree of turn by waiting on the back foot. Gets his bat in the line and blocks","Dec 16, 2018 8:27:04 AM",77,4,0.0,,0
77.3,"Lyon to Kohli, 1 run, flatter trajectory, Kohli goes back and nurdles it towards square leg, quick single nabbed","Dec 16, 2018 8:26:37 AM",77,3,1.0,,0
77.2,"Lyon to Hanuma Vihari, 1 run, overpitched just outside off, flicked away to long-on","Dec 16, 2018 8:26:05 AM",77,2,1.0,,0
77.1,"Lyon to Hanuma Vihari, no run, Vihari reaches well forward, sees the ball spin in and smothers it","Dec 16, 2018 8:25:41 AM",77,1,0.0,,0
76.6,"Pat Cummins to Kohli, no run, digs it into the pitch, brisk bouncer and Kohli hunkers under it","Dec 16, 2018 8:24:45 AM",76,6,0.0,,0
76.5,"Pat Cummins to Hanuma Vihari, 1 run, pokes his willow at an away-dipper, soft outside edge runs away to third man","Dec 16, 2018 8:24:08 AM",76,5,1.0,,0
76.4,"Pat Cummins to Hanuma Vihari, no run, shorter and bouncing off a length, blunted stoutly","Dec 16, 2018 8:23:26 AM",76,4,0.0,,0
76.3,"Pat Cummins to Kohli, 1 run, draws Kohli forward with a fuller length delivery that jags in a bit, Kohli meets his block outside the line and gets an inside edge which travels to mid-wicket. The fielder charges in to prevent the second and he ends up losing his balance, they won't pinch the second though","Dec 16, 2018 8:22:46 AM",76,3,1.0,,0
76.2,"Pat Cummins to Kohli, no run, <i>138.5kph</i>, length delivery rising in the channel outside off, Kohli takes his bat out of the line at the last moment","Dec 16, 2018 8:22:01 AM",76,2,0.0,,0
76.1,"Pat Cummins to Kohli, no run, shortish outside off, Kohli stands back and defends","Dec 16, 2018 8:21:23 AM",76,1,0.0,,0
75.6,"Lyon to Hanuma Vihari, no run, gets inches forward, there's a bit of in-drift and Vihari defends it off the inside-edge. Dies in front of FSL","Dec 16, 2018 8:20:05 AM",75,6,0.0,,0
75.5,"Lyon to Hanuma Vihari, no run, <i>86.1kph</i>, spin and extra bounce after pitching on middle, Vihari hangs back and takes it slightly off the inner half behind square","Dec 16, 2018 8:19:45 AM",75,5,0.0,,0
75.4,"Lyon to Hanuma Vihari, no run, arrests his high back lift and gets lower to clip it to mid-wicket","Dec 16, 2018 8:19:24 AM",75,4,0.0,,0
75.3,"Lyon to Hanuma Vihari, no run, flighted delivery outside off, fizzes off and Vihari leaves it","Dec 16, 2018 8:19:06 AM",75,3,0.0,,0
75.2,"Lyon to Hanuma Vihari, no run, crabs forward and smothers the spin nicely","Dec 16, 2018 8:18:46 AM",75,2,0.0,,0
75.1,"Lyon to Hanuma Vihari, no run, tossed up and goes straight on, Vihari judges it well and dead-bats it","Dec 16, 2018 8:18:29 AM",75,1,0.0,,0
74.6,"Pat Cummins to Kohli, no run, Cummins ushers in a bouncer, rearing up and Kohli jerks his upper body inside the line","Dec 16, 2018 8:17:18 AM",74,6,0.0,,0
74.5,"Pat Cummins to Hanuma Vihari, 3 runs, pitched up outside off and Vihari cashes in, presenting his front foot and exhibition of the straight bat to drive it beautifully past mid-off. Easy three nabbed","Dec 16, 2018 8:16:45 AM",74,5,3.0,,0
74.4,"Pat Cummins to Hanuma Vihari, no run, short and accurate on middle, Vihari is half-forward and defends it high on the bat","Dec 16, 2018 8:15:54 AM",74,4,0.0,,0
74.3,"Pat Cummins to Hanuma Vihari, no run, customary bumper from Cummins, Vihari calmly flinches his head under it","Dec 16, 2018 8:15:16 AM",74,3,0.0,,0
74.2,"Pat Cummins to Hanuma Vihari, no run, cutting back in, Vihari remains on the back foot and gets beside the line to stonewall it","Dec 16, 2018 8:14:37 AM",74,2,0.0,,0
74.1,"Pat Cummins to Hanuma Vihari, no run, good length delivery, homing on middle. Vihari waits on the back foot and defends it solidly","Dec 16, 2018 8:14:00 AM",74,1,0.0,,0
73.6,"Lyon to Kohli, no run, similar delivery, more drift and dip, Kohli turns it to mid-wicket","Dec 16, 2018 8:12:35 AM",73,6,0.0,,0
73.5,"Lyon to Kohli, no run, on the stumps, wristy jab from Kohli to mid-wicket","Dec 16, 2018 8:12:17 AM",73,5,0.0,,0
73.4,"Lyon to Hanuma Vihari, 1 run, gives more overspin and in the process, overbakes it. Vihari picks it away to deep mid-wicket","Dec 16, 2018 8:11:56 AM",73,4,1.0,,0
73.3,"Lyon to Hanuma Vihari, no run, crouches low and rolls his wrists to defend it along the ground to mid-wicket","Dec 16, 2018 8:11:32 AM",73,3,0.0,,0
73.2,"Lyon to Hanuma Vihari, no run, very well-flighted outside off, Vihari takes a stride and kills the spin","Dec 16, 2018 8:11:11 AM",73,2,0.0,,0
73.1,"Lyon to Hanuma Vihari, no run, tossed up on middle and it spins away down leg, Vihari can't get a tickle on it","Dec 16, 2018 8:10:31 AM",73,1,0.0,,0
72.6,"Starc to Kohli, no run, bangs it short, but slips it down leg. Good collection from Paine","Dec 16, 2018 8:08:55 AM",72,6,0.0,,0
72.5,"Starc to Kohli, 2 runs, classy back foot punch from Kohli, on top of the bounce and hands flowing flawlessly to place it behind point. Lyon runs across from third man, dives and stops it with one hand saving a couple of runs","Dec 16, 2018 8:08:21 AM",72,5,2.0,,0
72.4,"Starc to Kohli, no run, peppers it into the pitch and rearing up a touch at Kohli's body, who jumps across and diffuses it to mid-wicket","Dec 16, 2018 8:07:34 AM",72,4,0.0,,0
72.3,"Starc to Kohli, no run, keeps it short, slants it away from the right-hander. Kohli lifts his bat and lets it go","Dec 16, 2018 8:06:55 AM",72,3,0.0,,0
72.2,"Starc to Kohli, no run, skiddy back of a length delivery, tailing in and Kohli gets a slight inside edge onto his thigh, played it outside the line","Dec 16, 2018 8:06:18 AM",72,2,0.0,,0
72.1,"Starc to Hanuma Vihari, 1 run, Vihari throws his bat, there's a third man in place and he almost picked the fielder, just bouncing in front of Lyon. Flew off the thick outside edge, thanks to Starc's lethal pace","Dec 16, 2018 8:05:38 AM",72,1,1.0,,0
71.6,"Pat Cummins to Kohli, no run, good line from Cummins, cross-seamer just outside off. Kohli is upto the task, defends it compactly off the front foot to cover","Dec 16, 2018 8:04:46 AM",71,6,0.0,,0
71.5,"Pat Cummins to Kohli, no run, <i>140.3kph</i>, hint of reverse for Cummins on a fuller length aiming at the stumps. Kohli props forward and pushes it to mid-on","Dec 16, 2018 8:04:06 AM",71,5,0.0,,0
71.4,"Pat Cummins to Kohli, no run, resorts to back of a length, the line is just outside off and Kohli chops it with a tilted bat towards gully","Dec 16, 2018 8:03:27 AM",71,4,0.0,,0
71.3,"Pat Cummins to Kohli, no run, goes fuller, swerving in with the angle and Kohli stretches forward to display a text-book block","Dec 16, 2018 8:02:48 AM",71,3,0.0,,0
71.2,"Pat Cummins to Kohli, no run, short and angling on middle, nudged to mid-wicket","Dec 16, 2018 8:02:09 AM",71,2,0.0,,0
71.1,"Pat Cummins to Kohli, no run, decking back in and tucks Kohli for space and room. Kohli loosens his grip and stabs it into the pitch","Dec 16, 2018 8:01:32 AM",71,1,0.0,,0
70.6,"Starc to Hanuma Vihari, no run, persists with the short pitch stuff, Vihari is unfazed as he ducks his head under it","Dec 16, 2018 8:00:04 AM",70,6,0.0,,0
70.5,"Starc to Hanuma Vihari, no run, Starc's respone after that boundary was to dig it into the pitch. Slightly, on leg-stump line and Vihari moves inside the line","Dec 16, 2018 7:59:28 AM",70,5,0.0,,0
70.4,"Starc to Hanuma Vihari, <b>FOUR</b>, slashed behind point! Shorter and width provided outside off, Vihari takes it on and flails his hands to time it superbly off the meat. First boundary for the Andhra lad","Dec 16, 2018 7:58:54 AM",70,4,,,0
70.3,"Starc to Hanuma Vihari, no run, back of a length and just outside off, Vihari stays in his crease and blunts it out","Dec 16, 2018 7:58:17 AM",70,3,0.0,,0
70.2,"Starc to Kohli, leg byes, 1 run, Starc guides a missile that kicks up and rams Kohli on the elbow. The Indian captain remains firm though, didn't offer any shot, climbing onto him at an awkward height.. nasty!","Dec 16, 2018 7:57:34 AM",70,2,1.0,1B,1
70.1,"Starc to Kohli, no run, short of length and zipping across the corridor outside off, Kohli decides to leave it all alone","Dec 16, 2018 7:56:57 AM",70,1,0.0,,0
69.6,"Lyon to Kohli, 1 run, shorter and spinning down leg, helped with the spin behind square","Dec 16, 2018 7:54:51 AM",69,6,1.0,,0
69.5,"Lyon to Hanuma Vihari, 1 run, darted on middle and leg, flicked through mid-wicket to get off the mark","Dec 16, 2018 7:54:31 AM",69,5,1.0,,0
69.4,"Lyon to Rahane, <b>out</b> Caught by Paine!! Lyon has struck as early as on the fourth ball of the day. Huge wicket this for Australia because this partnership flattened their spirits yesterday. Just too casual from the Indian vice captain there. Wonderful line and length from Lyon, he shortened his length a bit and gets it to straighten on after pitching. Rahane was in a muddle, didn't get his front foot fully forward and expected it to spin in to him which didn't. Ended up feathering an edge and Paine makes no mistake behind. What a start for the hosts. <b>Rahane c Paine b Lyon 51(105) [4s-6 6s-1]</b>","Dec 16, 2018 7:52:08 AM",69,4,,W,0
69.3,"Lyon to Rahane, no run, flighted delivery with more air, Rahane is ready on the front foot to smother it","Dec 16, 2018 7:51:42 AM",69,3,0.0,,0
69.2,"Lyon to Kohli, 1 run, cheers from the Indian fans as Kohli tucks this one through mid-wicket for his first runs of the morning","Dec 16, 2018 7:51:09 AM",69,2,1.0,,0
69.1,"Lyon to Kohli, no run, touch quicker and Kohli immedietly crabs back to defend it","Dec 16, 2018 7:50:47 AM",69,1,0.0,,0
68.6,"Pat Cummins to Rahane, no run, 142.2kph, on the ribs, Rahane nudges it towards vacant short leg and has a thought of taking a single, all those put to rest by his partner. It's <b>stumps on day two!</b>","Dec 15, 2018 3:20:33 PM",68,6,0.0,,0
68.5,"Pat Cummins to Rahane, no run, Cummins attacks the stumps from a short of length at 137.5kph, Rahane defends it back to the bowler","Dec 15, 2018 3:19:54 PM",68,5,0.0,,0
68.4,"Pat Cummins to Rahane, no run, bouncer at 136.2kph, Rahane sits under it","Dec 15, 2018 3:19:18 PM",68,4,0.0,,0
68.3,"Pat Cummins to Kohli, 3 runs, straighter line and Kohli clips it square of the wicket on the leg-side. <b>Into the 80s now!</b>","Dec 15, 2018 3:18:42 PM",68,3,3.0,,0
68.2,"Pat Cummins to Kohli, no run, edged, but falls short of the second slip fielder - courtesy Kohli playing with soft hands. Cummins angles in a length ball, it might have decked away, Kohli was looking to block and got an edge. Handscomb dives to his right to stop that","Dec 15, 2018 3:17:56 PM",68,2,0.0,,0
68.1,"Pat Cummins to Kohli, no run, back of a length delivery at 135.1kph, Kohli stands tall to blunt it to point","Dec 15, 2018 3:17:10 PM",68,1,0.0,,0
67.6,"Lyon to Rahane, no run, now stands tall on the back foot and defends this flat ball towards point","Dec 15, 2018 3:16:17 PM",67,6,0.0,,0
67.5,"Lyon to Rahane, no run, kept out on the off-side with a block","Dec 15, 2018 3:15:55 PM",67,5,0.0,,0
67.4,"Lyon to Rahane, no run, slower through the air at 84.3kph. Rahane is early to shuffle across and he brings his bat down in time to drop it short of FSL. Rahane got into an awkward position, but did well in the end to negotiate it","Dec 15, 2018 3:15:32 PM",67,4,0.0,,0
67.3,"Lyon to Rahane, no run, flighted outside off, Rahane lunges forward in defence","Dec 15, 2018 3:15:11 PM",67,3,0.0,,0
67.2,"Lyon to Kohli, 1 run, Kohli gets forward and works it with the spin to deep mid-wicket","Dec 15, 2018 3:14:55 PM",67,2,1.0,,0
67.1,"Lyon to Rahane, 1 run, slightly too short, turned to square leg","Dec 15, 2018 3:14:33 PM",67,1,1.0,,0
66.6,"Pat Cummins to Kohli, <b>FOUR</b>, a bad ball and Kohli puts it away. Too straight, straying onto the pads, Kohli walks inside the line and tickles it to the fine leg fence","Dec 15, 2018 3:13:21 PM",66,6,,,0
66.5,"Pat Cummins to Kohli, no run, ooh! Almost a nick. It was mighty close. Short of a good length ball in that corridor of uncertainty and Kohli wanted to defend. Whizzes past the outside edge. Cummins has his hands on the head","Dec 15, 2018 3:12:37 PM",66,5,0.0,,0
66.4,"Pat Cummins to Kohli, no run, good length ball, with the front leg across Kohli knocks it to mid-on","Dec 15, 2018 3:11:59 PM",66,4,0.0,,0
66.3,"Pat Cummins to Kohli, no run, another shortish ball outside off and Kohli gets on top of it before pushing it wide of point. Head dives to his right and makes a good stop","Dec 15, 2018 3:11:19 PM",66,3,0.0,,0
66.2,"Pat Cummins to Kohli, no run, 136.7kph, short of a good length ball on the stumps, tucked to mid-wicket","Dec 15, 2018 3:10:38 PM",66,2,0.0,,0
66.1,"Pat Cummins to Kohli, no run, back of a length delivery with extra climb, Kohli rides the bounce and drops it in front of point","Dec 15, 2018 3:10:01 PM",66,1,0.0,,0
65.6,"Lyon to Rahane, no run, extra bounce on offer on this non-turning delivery, left alone on line","Dec 15, 2018 3:08:59 PM",65,6,0.0,,0
65.5,"Lyon to Rahane, no run, a loud appeal for lbw from the keeper, but Lyon wasn't too interested. Lyon gave more revs on this ball and got a bit of away-drift. Spins in after pitching to rap Rahane on the front pad. The impact was well outside off and there could have been an inside edge too","Dec 15, 2018 3:08:34 PM",65,5,0.0,,0
65.4,"Lyon to Rahane, no run, Rahane comes down the track and is slightly early into the drive, falls well short of the bowler","Dec 15, 2018 3:08:11 PM",65,4,0.0,,0
65.3,"Lyon to Kohli, 1 run, leans across and bunts it to long-on","Dec 15, 2018 3:07:51 PM",65,3,1.0,,0
65.2,"Lyon to Rahane, 1 run, <b>fifty for Rahane!</b> His 17th in Tests and second in two innings. Raises his bat and soaks in the applause. Gets congratulated by his skipper as well. The Indian vice captain reaches to the landmark with a push-drive wide of mid-off","Dec 15, 2018 3:07:22 PM",65,2,1.0,,0
65.1,"Lyon to Kohli, 1 run, bit of extra bounce on this offie, Kohli is well equipped to turn it to mid-wicket","Dec 15, 2018 3:06:51 PM",65,1,1.0,,0
64.6,"Hazlewood to Kohli, 3 runs, another half-volley outside off and Kohli creams the cover drive for a triple. Finch gives the chase and hunts it down. 12 runs came off that over","Dec 15, 2018 3:05:37 PM",64,6,2.0,,0
64.5,"Hazlewood to Kohli, no run, back of a length delivery outside off, Kohli watches it settle into the mitts of the keeper","Dec 15, 2018 3:04:49 PM",64,5,0.0,,0
64.4,"Hazlewood to Rahane, 1 run, fuller ball, Rahane eases the drive towards deep mid-off and moves to <b>49</b>","Dec 15, 2018 3:04:11 PM",64,4,1.0,,0
64.3,"Hazlewood to Rahane, <b>FOUR</b>, <b>back-to-back fours!</b> Hazlewood over-corrects. Darts a short ball wide of off and Rahane arches his back to elevate it over the cordon. Bullets away to the third man fence","Dec 15, 2018 3:03:28 PM",64,3,,,0
64.2,"Hazlewood to Rahane, <b>FOUR</b>, <b>shot!</b> Hazlewood overpitches and Rahane meets it with a cracking straight drive. Shows the maker's name and nails it past the stumps at the non-striker's end. No need to run for those","Dec 15, 2018 3:02:47 PM",64,2,,,0
64.1,"Hazlewood to Rahane, no run, 134kph, full ball on off from over the wicket, driven back to the bowler","Dec 15, 2018 3:02:06 PM",64,1,0.0,,0
63.6,"Pat Cummins to Kohli, no run, good length ball wide of off at <b>141kph,</b> Kohli shoulders arms","Dec 15, 2018 3:00:53 PM",63,6,0.0,,0
63.5,"Pat Cummins to Kohli, no run, <b>143kph</b> bumper, Kohli evades by ducking underneath it","Dec 15, 2018 3:00:15 PM",63,5,0.0,,0
63.4,"Pat Cummins to Rahane, 1 run, 140.9kph, short ball, Rahane slightly takes his eyes off the ball to pull it to deep square leg","Dec 15, 2018 2:59:40 PM",63,4,1.0,,0
63.3,"Pat Cummins to Rahane, no run, full and on the stumps, defended to mid-off","Dec 15, 2018 2:59:00 PM",63,3,0.0,,0
63.2,"Pat Cummins to Rahane, no run, fuller than a good length ball outside off, left alone","Dec 15, 2018 2:58:22 PM",63,2,0.0,,0
63.1,"Pat Cummins to Rahane, no run, 138.3kph, back of a length delivery just outside off, Rahane hops and pokes it towards point with soft hands","Dec 15, 2018 2:57:43 PM",63,1,0.0,,0
62.6,"Lyon to Rahane, 1 run, a walking on-push to long-on with which Rahane will keep strike","Dec 15, 2018 2:56:37 PM",62,6,1.0,,0
62.5,"Lyon to Rahane, no run, shorter in length, Rahane stays back to nurdle it backward of square leg","Dec 15, 2018 2:56:15 PM",62,5,0.0,,0
62.4,"Lyon to Rahane, no run, another premeditated shimmy from Rahane and the length was on the shorter side, tapped to FSL and the right-hander is quick to turn around make his crease","Dec 15, 2018 2:55:54 PM",62,4,0.0,,0
62.3,"Lyon to Rahane, no run, quicker at 91.9kph, forward block follows","Dec 15, 2018 2:55:35 PM",62,3,0.0,,0
62.2,"Lyon to Rahane, no run, slower through the air, Rahane bunts it to FSL","Dec 15, 2018 2:55:14 PM",62,2,0.0,,0
62.1,"Lyon to Rahane, no run, skips down the pitch to nudge this flat ball to mid-wicket","Dec 15, 2018 2:54:56 PM",62,1,0.0,,0
61.6,"Pat Cummins to Kohli, no run, 139.3kph, fuller length ball on off and middle, Kohli knocks it to mid-on","Dec 15, 2018 2:54:03 PM",61,6,0.0,,0
61.5,"Pat Cummins to Kohli, no run, too full outside off, Kohli bends the back knee and middles the cover drive, fails to find the gap","Dec 15, 2018 2:53:23 PM",61,5,0.0,,0
61.4,"Pat Cummins to Kohli, no run, short ball on leg-stump line, Kohli ducks under it. A smile follows from the skipper facing the bowler","Dec 15, 2018 2:52:46 PM",61,4,0.0,,0
61.3,"Pat Cummins to Kohli, no run, good length ball on off, defended to mid-off","Dec 15, 2018 2:52:05 PM",61,3,0.0,,0
61.2,"Pat Cummins to Kohli, <b>FOUR</b>, glorious! Fullish ball outside off, Kohli leans into the drive and caresses it through extra cover. Timing was good, placement was spot on. Everything was right about it","Dec 15, 2018 2:51:33 PM",61,2,,,0
61.1,"Pat Cummins to Kohli, no run, pitched up wide of off, left alone","Dec 15, 2018 2:50:49 PM",61,1,0.0,,0
60.6,"Lyon to Rahane, no run, very solidly behind it and blocked as well on the off-side","Dec 15, 2018 2:49:53 PM",60,6,0.0,,0
60.5,"Lyon to Rahane, no run, stays behind the line of the ball and blocks it","Dec 15, 2018 2:49:35 PM",60,5,0.0,,0
60.4,"Lyon to Rahane, no run, chips out and looks to place the ball between the bowler and short mid but fails to","Dec 15, 2018 2:49:16 PM",60,4,0.0,,0
60.3,"Lyon to Kohli, 1 run, knocked away off the pads to find deep mid. Only a single","Dec 15, 2018 2:48:52 PM",60,3,1.0,,0
60.2,"Lyon to Kohli, no run, turning in and has been smothered. Lyon is back over the wicket to Kohli","Dec 15, 2018 2:48:25 PM",60,2,0.0,,0
60.1,"Lyon to Kohli, no run, tucked off the pads, finds FSL","Dec 15, 2018 2:48:11 PM",60,1,0.0,,0
59.6,"Pat Cummins to Rahane, no run, little bit of nibble after it landed. Rahane stayed behind the line of the ball and pushed it away into the off-side","Dec 15, 2018 2:47:07 PM",59,6,0.0,,0
59.5,"Pat Cummins to Rahane, no run, fuller and just outside off, left alone","Dec 15, 2018 2:46:30 PM",59,5,0.0,,0
59.4,"Pat Cummins to Kohli, 1 run, works the ball away behind square and gets a single. Thought of a couple but both decide against it","Dec 15, 2018 2:45:57 PM",59,4,1.0,,0
